,label,message,label_num,Length
4125,spam,spjanuary male sale hot gay chat now cheaper call 08709222922 national rate from 15pmin cheap to 78pmin peak to stop texts call 08712460324 10pmin,1,157
4200,ham,wylie update my weed dealer carlos went to freedom and had a class with lunsford,0,81
223,ham,u say leh of course nothing happen lar not say v romantic jus a bit only lor i thk e nite scenery not so nice leh,0,119
70,ham,wah lucky man then can save money hee,0,46
471,ham,how long has it been since you screamed princess,0,50
2297,ham,draw vai dont think so,0,25
3612,ham,depends on individual lor e hair dresser say pretty but my parents say look gong u kaypoh i also dunno wat she collecting,0,125
671,spam,sms ac sun0819 posts helloyou seem cool,1,42
5334,ham,garbage bags eggs jam bread hannaford wheat chex,0,52
5047,ham,yeah so basically any time next week you can get away from your mom amp get up before 3,0,89
1243,ham,no shoot me im in the docs waiting room ,0,45
1934,ham,hope you are having a great day,0,32
1055,ham,im at work please call,0,24
4726,spam,had your mobile 10 mths update to the latest cameravideo phones for free keep ur same number get extra free minstexts text yes for a call,1,143
912,ham,cant i feel nauseous im so pissed i didnt eat any sweets all week cause today i was planning to pig out i was dieting all week and now im not hungry ,0,160
5190,spam,our records indicate u maybe entitled to 5000 pounds in compensation for the accident you had to claim 4 free reply with claim to this msg 2 stop txt stop,1,156
4512,spam,money i have won wining number 946 wot do i do next,1,51
2428,ham,shes find i sent you an offline message to know how anjolas now,0,67
784,ham,dont think so it turns off like randomlly within 5min of opening,0,65
1929,spam,free 1st week entry 2 textpod 4 a chance 2 win 40gb ipod or å£250 cash every wk txt vpod to 81303 tscs wwwtextpodnet custcare 08712405020,1,142
4029,ham,cool ill text you in a few,0,28
662,ham,sorry me going home first daddy come fetch ì later,0,57
1946,ham,hey we can go jazz power yoga hip hop kb and yogasana ,0,54
3199,ham,just curious because my cuz asked what i was up to,0,50
3691,ham,no i am not having not any movies in my laptop,0,46
4874,ham,i know dat feelin had it with pete wuld get with em  nuther place nuther time mayb,0,85
977,ham,dont hesitate you know this is the second time she has had weakness like that so keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing,0,210
3280,ham,i tot its my group mate lucky i havent reply wat time do ì need to leave ,0,84
2007,ham,hi here have birth at on the  to  at 8lb 7oz mother and baby doing brilliantly,0,81
4950,ham,hi baby im sat on the bloody bus at the mo and i wont be home until about 730 wanna do somethin later call me later ortxt back jess xx,0,136
407,ham,hello good week fancy a drink or something later,0,51
5400,ham,hard but true how much you show amp  express your love to someonethat much it will hurt when they leave you or you get seperatedö´óû¬ud evening,0,163
4476,ham,oh only 4 outside players allowed to play know,0,49
3153,spam,not heard from u4 a while call 4 rude chat private line 01223585334 to cum wan 2c pics of me gettin shagged then text pix to 8552 2end send stop 8552 sam xxx,1,160
1401,ham,kaiez enjoy ur tuition gee thk e second option sounds beta ill go yan jiu den msg u,0,99
5360,ham,hey iouri gave me your number im wylie ryans friend,0,56
3978,ham,ceri u rebel sweet dreamz me little buddy c ya 2moro who needs blokes,0,73
807,ham,boooo you always work just quit,0,33
2720,ham,ok lor,0,9
2578,ham,erm i thought the contract ran out the4th of october,0,54
3831,ham,ok,0,3
4321,ham,sorry  i will be able to get to you see you in the morning,0,61
4298,ham,hurt me tease me make me cry but in the end of my life when i die plz keep one rose on my grave and say stupid i miss u have a nice day bslvyl,0,153
1047,spam,1000s flirting now txt girl or bloke  ur name  age eg girl zoe 18 to 8007 to join and get chatting,1,104
918,ham,hey you gave them your photo when you registered for driving ah tmr wanna meet at yck ,0,88
4538,ham,partys at my place at usf no charge but if you can contribute in any way it is greatly appreciated and yeah we got room for one more,0,137
1016,spam,free for 1st week no1 nokia tone 4 ur mob every week just txt nokia to 8007 get txting and tell ur mates wwwgetzedcouk pobox 36504 w45wq norm150ptone 16,1,158
2825,ham,ok lor,0,9
3375,ham,good afternon my love how are today i hope your good and maybe have some interviews i wake and miss you babe a passionate kiss from across the sea,0,151
558,ham,hi princess thank you for the pics you are very pretty how are you,0,70
5464,ham,i will treasure every moment we spend together,0,49
3670,ham,yup thk of u oso boring wat,0,29
2643,ham,hi you just spoke to maneesha v wed like to know if you were satisfied with the experience reply toll free with yes or no,0,126
1720,ham,fighting with the world is easy u either win or lose bt fightng with some1 who is close to u is dificult if u lose  u lose if u win  u still lose,0,149
3399,spam,as a valued customer i am pleased to advise you that following recent review of your mob no you are awarded with a å£1500 bonus prize call 09066364589,1,153
1152,ham,ok i go change also,0,22
620,ham,dear we got  ltgt  dollars hi hi,0,37
4000,ham,hes just gonna worry for nothing and he wont give you money its no use,0,74
4326,ham,dude got a haircut now its breezy up there,0,43
2694,ham,hey sexy buns what of that day no word from you this morning on ym    i think of you,0,95
2754,ham,ok chinese food on its way when i get fat youre paying for my lipo,0,69
1298,ham,your daily text from me ûò a favour this time,0,46
3702,ham,how is my boy no sweet words left for me this morning  sighs  how goes you day my love  did you start your studying,0,127
4773,ham,u repeat e instructions again wats e road name of ur house,0,61
2064,ham,pass dis to all ur contacts n see wat u get redim in luv wid u blueu put a smile on my face purpleu r realy hot pinku r so swt orangei thnk i lyk u greeni realy wana go out wid u yelowi wnt u bck blackim jealous of u browni miss you nw plz giv me one color,0,276
1246,ham,i do know what u mean  is the king of not havin credit im goin2bed now night night sweet only1more sleep ,0,111
1264,ham,i will see in half an hour,0,26
674,ham,ive got  ltgt  any way i could pick up,0,46
1293,ham,happy birthday may all ur dreams come true,0,48
2232,ham,nothing just getting msgs by dis name wit different nos,0,58
1659,ham,yeah wheres your class at,0,28
5318,ham,good morning my love  i go to sleep now and wish you a great day full of feeling better and opportunity  you are my last thought babe i love you kiss,0,159
903,ham,lovely smell on this bus and it aint tobacco ,0,49
4712,ham,big brotherû÷s really scraped the barrel with this shower of social misfits,0,76
4655,ham,k ill work something out,0,26
1809,ham,aight ill ask a few of my roommates,0,37
3327,ham,no we put party 7 days a week and study lightly i think we need to draw in some custom checkboxes so they know were hardcore,0,126
2123,spam,123 congratulations  in this weeks competition draw u have won the å£1450 prize to claim just call 09050002311 b4280703 tcsstop sms 08718727868 over 18 only 150ppm,1,170
421,spam,someone has contacted our dating service and entered your phone because they fancy you to find out who it is call from a landline 09111032124  pobox12n146tf150p,1,162
1856,ham,say this slowly godi love you amp i need youclean my heart with your bloodsend this to ten special people amp u c miracle tomorrow do itplspls do it,0,163
198,ham,hi its kate how is your evening i hope i can see you tomorrow for a bit but i have to bloody babyjontet txt back if u can  xxx,0,131
3289,ham,my tuition is at 330 hm we go for the 1120 to 1205 one do you mind,0,69
1296,ham,sure i am driving but will reach my destination soon,0,54
1267,ham,seriously tell her those exact words right now,0,48
122,spam,todays voda numbers ending 7548 are selected to receive a 350 award if you have a match please call 08712300220 quoting claim code 4041 standard rates app,1,156
3177,ham,k k  then watch some films,0,33
1174,ham,yay you better not have told that to 5 other girls either,0,59
3119,ham,good evening this is roger how are you,0,41
5560,ham,anything lor juz both of us lor,0,33
5429,ham,er yeah i will b there at 1526 sorry just tell me which pubcafe to sit in and come wen u can,0,97
2547,spam,text82228 get more ringtones logos and games from wwwtxt82228com questions infotxt82228couk,1,101
201,ham,hello darlin ive finished college now so txt me when u finish if u can love kate xxx,0,84
3229,ham,i feel like a dick because i keep sleeping through your texts and facebook messages sup you in town,0,102
4842,ham,i need details about that online job,0,37
4204,spam,important information 4 orange user 0796xxxxxx today is ur lucky day2 find out why log onto httpwwwurawinnercom theres a fantastic prizeawaiting you,1,157
4921,ham,hi dear call me its urgnt i dont know whats your problem you dont want to work or if you have any other problem at least tell me wating for your reply,0,156
3690,ham,sir i am waiting for your call once free please call me,0,58
4623,ham,jus finish blowing my hair u finish dinner already,0,52
4355,ham,great so should i send you my account number,0,46
3134,ham,wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem,0,119
4466,ham,she said do u mind if i go into the bedroom for a minute   ok i sed in a sexy mood she came out 5 minuts latr wid a caken my wife,0,145
1227,ham,so ìll be submitting da project tmr rite,0,43
2894,ham,went to ganesh dress shop,0,25
177,ham,turns out my friends are staying for the whole show and wont be back til  ltgt  so feel free to go ahead and smoke that  ltgt  worth,0,146
2053,ham,oh i was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb okie lor u call me when ready,0,125
603,ham,be happy there i will come after noon,0,38
4129,ham,and by when youre done i mean now,0,34
27,ham,did you catch the bus  are you frying an egg  did you make a tea are you eating your moms left over dinner  do you feel my love ,0,134
5336,ham,sounds better than my evening im just doing my costume im not sure what time i finish tomorrow but i will txt you at the end,0,126
319,ham,coffee cake i guess,0,23
5046,ham,hmmmstill we dont have opener,0,31
4960,ham,a bit of ur smile is my hppnss a drop of ur tear is my sorrow a part of ur heart is my life a heart like mine wil care for u forevr as my goodfriend,0,152
1937,ham,the fact that youre cleaning shows you know why im upset your priority is constantly what i want to do,0,106
4104,ham,jus finish my lunch on my way home lor i tot u dun wan 2 stay in sch today,0,80
4220,ham,plz note if anyone calling from a mobile co amp asks u to type  ltgt  or  ltgt  do not do so disconnect the callcoz it iz an attempt of terrorist to make use of the sim card no itz confirmd by nokia n motorola n has been verified by cnn ibn,0,263
2365,ham,ok try to do week end course in coimbatore,0,43
5252,ham,you do your studies alone without anyones help if you cant no need to study,0,77
2944,ham,hey babe sorry i didnt get sooner gary can come and fix it cause he thinks he knows what it is but he doesnt go as far a ptbo and he says it will cost  ltgt  bucks i dont know if it might be cheaper to find someone there  we dont have any second hand machines at all right now let me know what you want to do babe,0,327
1555,ham,ok i found dis pierre cardin one which looks normal costs 20 its on sale,0,73
4919,ham,g says you never answer your texts confirmdeny,0,48
1729,ham,lol yeah at this point i guess not,0,34
4762,ham,prepare to be pleasured ,0,26
548,ham,wait  ltgt  min,0,22
2812,ham,enjoy the showers of possessiveness poured on u by ur loved ones bcoz in this world of lies it is a golden gift to be loved truly,0,133
4431,ham,dont think you need yellow card for uk travel ask someone that has gone before if you do its just  ltgt bucks,0,116
226,spam,will u meet ur dream partner soon is ur career off 2 a flyng start 2 find out free txt horo followed by ur star sign e g horo aries,1,137
2434,ham,uncle boye i need movies oh guide me plus you know torrents are not particularly legal here and the system is slowing down what should i do have a gr8 day plus have you started cos i dont meet you online how was the honey moon,0,235
1949,ham,wait 2 minstand at bus stop,0,29
1608,ham,are your freezing  are you home yet  will you remember to kiss your mom in the morning do you love me  do you think of me  are you missing me yet ,0,152
3279,ham,badrith is only for chennaii will surely pick for usno competition for him,0,79
5120,spam,private your 2003 account statement for 078,1,44
1491,spam,your account has been credited with 500 free text messages to activate just txt the word credit to no 80488 tcs www80488biz,1,130
685,ham,have you finished work yet ,0,30
3602,ham,im not sure i was just checking out what was happening around the area,0,72
1692,ham,weightloss no more girl friends make loads of money on ebay or something and give thanks to god,0,99
5389,ham,okok okthenwhats ur todays plan,0,36
1072,spam,dear uve been invited to xchat this is our final attempt to contact u txt chat to 86688,1,90
5155,ham,my new years eve was ok i went to a party with my boyfriend who is this si then hey,0,85
2968,ham,ma head dey swell oh thanks for making my day,0,46
2044,ham,i can send you a pic if you like ,0,35
1776,spam,call freephone 0800 542 0578 now,1,33
1388,ham,oh ki think most of wi and nz players unsold,0,46
1632,ham,hello my little party animal i just thought id buzz you as you were with your friends grins reminding you were loved and send a naughty adoring kiss,0,158
3257,ham,he fucking chickened out he messaged me he would be late and woould buzz me and then i didnt hear a word from him,0,115
1906,ham,and stop being an old man you get to build snowman snow angels and snowball fights,0,84
3061,ham,fine do you remember me,0,25
4474,ham,we will meet soon princess ttyl,0,33
137,ham,no no i will check all rooms befor activities,0,46
2631,spam,urgent your mobile no 077xxx won a å£2000 bonus caller prize on 020603 this is the 2nd attempt to reach you call 09066362206 asap box97n7qp 150ppm,1,154
3511,ham,already one guy loving you,0,29
46,ham,didnt you get hep b immunisation in nigeria,0,45
1149,ham,not a drop in the tank,0,22
619,ham,let there be snow let there be snow this kind of weather brings ppl together so friendships can grow,0,103
616,ham,he like not v shock leh cos telling shuhui is like telling leona also like dat almost all know liao he got ask me abt ur reaction lor,0,137
3979,spam,ringtoneking 84484,1,18
411,ham,cos i want it to be your thing,0,30
5324,ham,dear sirsalam alaikkumpride and pleasure meeting you today at the tea shopwe are pleased to send you our contact number at qatarrakhesh an indianpls save our numberrespectful regards,0,189
3437,ham,its good to hear from you,0,25
851,ham,i am real baby i want to bring out your inner tigress,0,58
3883,spam,a link to your picture has been sent you can also use httpalto18coukwavewaveaspo44345,1,96
959,ham,where ,0,7
2885,ham,no probs hon how u doinat the mo,0,34
5524,spam,you are awarded a sipix digital camera call 09061221061 from landline delivery within 28days t cs box177 m221bp 2yr warranty 150ppm 16  p på£399,1,153
856,ham,going to take your babe out ,0,29
3493,spam,you are being contacted by our dating service by someone you know to find out who it is call from a land line 09050000878 pobox45w2tg150p,1,140
922,ham,it shall be fine i have avalarr now will hollalater,0,53
5562,ham,ok lor sony ericsson salesman i ask shuhui then she say quite gd 2 use so i considering,0,96
1106,ham,good afternoon my love how goes your day  what are you up to  i woke early and am online waiting for you  hmmm  italian boy is online i see  grins,0,159
4099,ham,i not at home now lei,0,24
2031,ham,i noe la u wana pei bf oso rite k lor other days den,0,62
4409,ham,you also didnt get na hi hi hi hi hi,0,36
5436,ham,mode men or have you left,0,26
2959,ham,sir send to group mail check it,0,32
4946,spam,great news call freefone 08006344447 to claim your guaranteed å£1000 cash or å£2000 gift speak to a live operator now,1,120
3079,ham,ssi thinl role is like sachinjust standing others have to hit,0,67
1837,ham,and hows your husband,0,23
779,ham,that means get the door,0,23
1996,ham,lol boo i was hoping for a laugh,0,32
4243,ham,aight im chillin in a friends room so text me when youre on the way,0,71
3767,ham,where are you call me,0,22
4666,ham,i send the print  outs da,0,26
2868,ham,housemaid is the murderer coz the man was murdered on  ltgt th january as public holiday all govtinstituitions are closedincluding post officeunderstand,0,166
515,ham,sno competition for him,0,26
4906,ham,then anything special,0,22
5455,ham,wishing you a beautiful day each moment revealing even more things to keep you smiling do enjoy it,0,101
2748,ham,send his number and give reply tomorrow morning for why you said that to him like that ok,0,89
4633,ham,these wont do have to move on to morphine,0,43
1527,ham,no screaming means shouting,0,29
3382,ham,k must book a not huh so going for yoga basic on sunday,0,60
1622,spam,u have a secret admirer who is looking 2 make contact with ufind out who they rreveal who thinks ur so specialcall on 09058094599,1,132
5109,ham,oh you got many responsibilities,0,33
2961,ham,nonenowhere ikno doesdiscountshitinnit,0,44
2468,ham,lol well dont do it without me we could have a big sale together,0,67
3764,spam,someone u know has asked our dating service 2 contact you cant guess who call 09058095107 now all will be revealed pobox 7 s3xy 150p ,1,137
1966,ham,whats a feathery bowa is that something guys have that i dont know about,0,76
4202,ham,c movie is juz last minute decision mah juz watch 2 lar but i tot ì not interested,0,85
427,ham,any pain on urination any thing else,0,37
29,ham,ahhh work i vaguely remember that what does it feel like lol,0,64
392,ham,morning only i can ok,0,22
5070,ham,as in different styles,0,23
1577,ham,remember all those whom i hurt during days of satanic imposter in meneed to pay a priceso be itmay destiny keep me going and as u said pray that i get the mind to get over the same,0,184
2949,ham,where are you  you said you would be here when i woke  ,0,62
404,ham,yep the great loxahatchee xmas tree burning of  ltgt  starts in an hour,0,77
847,ham,i am in officewhats the mattermsg me nowi will call you at break,0,72
300,ham,awesome i remember the last time we got somebody high for the first time with diesel v,0,88
1883,ham,come to me slave your doing it again  going into your shell and unconsciously avoiding me  you are making me unhappy ,0,128
4805,ham,call me when u finish then i come n pick u,0,43
2869,spam,your chance to be on a reality fantasy show call now  08707509020 just 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 is a national  rate call,1,152
3073,ham,don know i didt msg him recently,0,35
710,ham,height of confidence all the aeronautics professors wer calld amp they wer askd 2 sit in an aeroplane aftr they sat they wer told dat the plane ws made by their students dey all hurried out of d plane bt only 1 didnt move he saidif it is made by my students,0,269
1782,ham,my uncles in atlanta wish you guys a great semester,0,53
4526,ham,understand his loss is my gain  so do you work school,0,58
1687,spam,free top ringtone sub to weekly ringtoneget 1st week freesend subpoly to 816183 per weekstop sms08718727870,1,114
2052,spam,call 09094100151 to use ur mins calls cast 10pmin mob vary service provided by aom just gbp5month aom box61m60 1er until u stop ages 18 only,1,152
2194,ham,hi my email address has changed now it is ,0,42
2805,ham,can a not,0,10
2565,ham,i told her i had a dr appt next week she thinks im gonna die i told her its just a check nothing to be worried about but she didnt listen,0,144
2517,ham,sorry ill call later,0,22
396,ham,was actually sleeping and still might when u call back so a text is gr8 you rock sis will send u a text wen i wake,0,118
1572,spam,ur cashbalance is currently 500 pounds  to maximize ur cashin now send go to 86688 only 150pmsg cc 08718720201 hgsuite3422lands roww1j6hl,1,145
3362,ham,can im free,0,18
2787,ham,forgot it takes me 3 years to shower sorry where you atyour phone dead yet,0,78
4152,spam,urgent your 4 costa del sol holiday or å£5000 await collection call 09050090044 now toclaim sae tc s pobox334 stockport sk38xh costå£150pm max10mins,1,161
3812,ham,pls i wont belive godnot only jesus,0,37
3526,ham,should i send you naughty pix ,0,33
309,ham,where are the garage keys they arent on the bookshelf,0,55
2323,ham,sorry dude dont know how i forgot even after dan reminded me sorry hope you guys had fun,0,93
2302,ham,we can make a baby in yo tho,0,28
3448,ham,sorry  mail  ,0,19
2446,ham,sorry ill call later,0,22
748,ham,is there a reason weve not spoken this year anyways have a great week and all the best in your exam,0,101
761,ham,we are at grandmas oh dear u still ill i felt shit this morning but i think i am just hungover another night then we leave on sat,0,135
2286,ham,i have had two more letters from  i will copy them for you cos one has a message for you speak soon,0,101
4963,spam,dear voucher holder have your next meal on us use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttpwwwvouch4mecometlpdiningasp,1,153
4073,ham,a lot of this sickness thing going round take it easy hope u feel better soon lol,0,84
3403,ham,then ì ask dad to pick ì up lar ìï wan 2 stay until 6 meh,0,65
3295,ham,hi there we have now moved in2 our pub  would be great 2 c u if u cud come up,0,80
132,ham,first answer my question,0,25
995,ham,change again its e one next to escalator,0,47
2743,ham,but my family not responding for anything now am in room not went to home for diwali but no one called me and why not coming it makes me feel like died,0,154
1023,ham,may i call you later pls,0,24
5329,ham,sir waiting for your letter,0,29
2999,ham,id onluy matters when getting on from offcampus,0,47
1475,ham,nice waitshould you be texting right now im not gonna pay your ticket ya know,0,85
2113,ham,yeah dont go to bed ill be back before midnight,0,51
813,ham,i borrow ur bag ok,0,19
2557,spam,this message is brought to you by gmw ltd and is not connected to the,1,70
956,ham,love isnt a decision its a feeling if we could decide who to love then life would be much simpler but then less magical,0,126
3369,ham,most of the tiime when i dont let you hug me its so i dont break into tears,0,79
3668,ham,yeah imma come over cause jay wants to do some drugs,0,52
4316,ham,hiya stu wot u up 2im in so much truble at home at moment evone hates me even u wot the hell av i done now y wont u just tell me text bck please luv dan ,0,156
3987,ham,hello sort of out in town already that  so dont rush home i am eating nachos will let you know eta,0,104
4532,spam,gr8 new service  live sex video chat on your mob  see the sexiest dirtiest girls live on ur phone  4 details text horny to 89070 to cancel send stop to 89070,1,160
939,ham,better made up for friday and stuffed myself like a pig yesterday now i feel bleh but at least its not writhing pain kind of bleh,0,133
2455,ham,abeg make profit but its a start are you using it to get sponsors for the next event,0,88
4088,ham,how are you my love  are you with your brother  time to talk english with him  grins say  hey muhommad penny says hello from across the sea,0,147
5062,ham,ok i also wan 2 watch e 9 pm show,0,36
853,ham,ah poor babyhope urfeeling bettersn luv probthat overdose of work hey go careful spk 2 u sn lots of lovejen xxx,0,118
271,ham,night has ended for another day morning has come in a special way may you smile like the sunny rays and leaves your worries at the blue blue bay,0,147
2846,spam,freemessage jamsterget the crazy frog sound now for poly text mad1 for real text mad2 to 88888 6 crazy sounds for just 3 gbpweek 16only tcs apply,1,157
4455,ham,if you want to mapquest it or something look up usf dogwood drive,0,68
3420,spam,welcome please reply with your age and gender to begin eg 24m,1,64
1175,ham,horrible u eat macs eat until u forgot abt me already rite u take so long 2 reply i thk its more toot than b4 so b prepared now wat shall i eat,0,150
1669,ham,very hurting n meaningful lines ever i compromised everything for my love,0,75
3819,ham,i got arrested for possession at i shit you not  lttimegt  pm,0,67
1790,ham,am not working but am up to eyes in philosophy so will text u later when a bit more free for chat,0,100
4386,ham,sim watching it in live,0,27
4499,ham,nvm take ur time,0,17
2796,ham,if i get there before you after your ten billion calls and texts so help me god,0,79
111,ham,going for dinnermsg you after,0,31
1110,ham,ok ill tell the company,0,23
4117,ham,watch lor i saw a few swatch one i thk quite ok ard 116 but i need 2nd opinion leh,0,87
5423,ham,sorry ill call later,0,22
2476,ham,i dnt wnt to tlk wid u,0,22
3584,ham,heart is empty without love mind is empty without wisdom eyes r empty without dreams amp life is empty without frnds so alwys be in touch good night amp sweet dreams,0,176
2780,ham,long after i quit i get on only like 5 minutes a day as it is,0,63
2732,ham,how dare you stupid i wont tell anything to you hear after i wont talk to you,0,82
5532,ham,happened here while you were adventuring,0,40
5520,ham,no i dont want to hear anything,0,32
4607,ham,we live in the next  ltgt mins,0,35
3466,spam,urgent we are trying to contact u todays draw shows that you have won a å£800 prize guaranteed call 09050001808 from land line claim m95 valid12hrs only,1,157
1095,ham,ryder unsoldnow gibbs,0,23
4480,ham,noits ful of song lyrics,0,28
1122,ham,okok okthenwhats ur todays plan,0,36
102,ham,as per your request melle melle oru minnaminunginte nurungu vettam has been set as your callertune for all callers press 9 to copy your friends callertune,0,160
3432,ham,christmas is an occasion that is celebrated as a reflection of ur values desires affectionsamp traditions have an ideal christmas,0,152
2291,ham,remind me how to get there and i shall do so,0,44
2398,ham,yo yo yo byatch whassup,0,24
5144,ham,im in office now dawhere are you,0,36
2535,ham,can you pls pls send me a mail on all you know about relatives coming to deliver here all you know about costs risks benefits and anything else thanks,0,155
2145,spam,sunshine hols to claim ur med holiday send a stamped self address envelope to drinks on us uk po box 113 bray wicklow eire quiz starts saturday unsub stop,1,161
4558,ham,think  da you wil do,0,23
660,ham,under the sea there lays a rock in the rock there is an envelope in the envelope there is a paper on the paper there are 3 words ,0,140
4109,ham,yo you gonna still be in stock tomorrowtoday im trying to get a dubsack,0,75
1798,ham,that one week leave i put know that time why,0,46
3260,ham,yup im still having coffee wif my frens my fren drove shell give me a lift,0,82
24,ham,ffffffffff alright no way i can meet up with you sooner,0,57
3118,ham,stop knowing me so well,0,24
1604,ham,god picked up a flower and dippeditinadew lovingly touched itwhichturnedinto u and the he gifted tomeandsaidthis friend is 4u,0,128
310,ham,today is accept dayu accept me as brother sister lover dear1 best1 clos1 lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd no rply means enemy,0,156
4004,ham, ow u deyi paid 60400thousadi told  u would call  ,0,55
1159,ham,yun buying but school got offer 2000 plus only,0,52
1752,ham,give one miss from that number please,0,37
3992,ham,nimbomsons yep phone knows that one obviously cos thats a real word,0,70
1955,ham,aight ill grab something to eat too text me when youre back at mu,0,68
1355,ham,convey my regards to him,0,24
3121,spam,free entry in 2 a weekly comp for a chance to win an ipod txt pod to 80182 to get entry std txt rate tcs apply 08452810073 for details 18,1,143
3582,ham,i sent your maga that money yesterday oh,0,41
5342,spam,u r subscribed 2 textcomp 250 wkly comp 1st wks free question follows subsequent wks charged150pmsg2 unsubscribe txt stop 2 84128custcare 08712405020,1,156
1394,ham,r we still meeting 4 dinner tonight,0,36
780,ham,your opinion about me 1 over 2 jada 3 kusruthi 4 lovable 5 silent 6 spl character 7 not matured 8 stylish 9 simple pls reply,0,136
3035,ham, ok i feel like john lennon,0,32
4084,spam,orange brings you ringtones from all time chart heroes with a free hit each week go to ringtones  pics on wap to stop receiving these tips reply stop,1,154
859,ham,did he just say somebody is named tampa,0,39
34,spam,thanks for your subscription to ringtone uk your mobile will be charged å£5month please confirm by replying yes or no if you reply no you will not be charged,1,159
316,ham,hmmm guess we can go 4 kb n power yoga haha dunno we can tahan power yoga anot thk got lo oso forgot liao,0,119
1699,ham,ok,0,5
2206,spam,urgent your mobile no 07xxxxxxxxx won a å£2000 bonus caller prize on 020603 this is the 2nd attempt to reach you call 09066362231 asap box97n7qp 150ppm,1,159
1190,ham,were done,0,13
1074,ham,aight ill get on fb in a couple minutes,0,39
161,ham,new car and house for my parentsi have only new job in hand,0,64
3174,spam,ur going 2 bahamas callfreefone 08081560665 and speak to a live operator to claim either bahamas cruise ofå£2000 cash 18only to opt out txt x to 07786200117,1,159
1498,ham,time n smile r the two crucial things in our life sometimes time makes us to forget smile and sometimes someones smile makes us to forget time gud noon,0,154
482,ham,watching tv lor,0,18
4031,ham,im very happy for you babe  woo hoo party on dude,0,52
906,spam,all the lastest from stereophonics marley dizzee racal libertines and the strokes win nookii games with flirt click themob wap bookmark or text wap to 82468,1,162
462,spam,upgrdcentre orange customer you may now claim your free camera phone upgrade for your loyalty call now on 0207 153 9153 offer ends 26th july tcs apply optout available,1,175
5223,ham,if i die i want u to have all my stuffs,0,40
4477,ham,i anything lor,0,15
1370,ham,hope you are feeling great pls fill me in abiola,0,50
3107,ham,hello hun how ru its here by the way im good been on 2 dates with that guy i met in walkabout so far we have to meet up soon hows everyone else,0,149
115,ham,as i entered my cabin my pa said  happy bday boss  i felt special she askd me 4 lunch after lunch she invited me to her apartment we went there,0,156
2376,ham,im on my way home went to change batt 4 my watch then go shop a bit lor,0,74
5368,spam,important message this is a final contact attempt you have important messages waiting out our customer claims dept expires 13404 call 08717507382 now,1,156
4535,ham,never blame a day in ur life good days give u happiness bad days give u experience both are essential in life all are gods blessings good morning,0,152
4116,ham,sure thing big man i have hockey elections at 6 shouldnû÷t go on longer than an hour though,0,94
2421,ham,err cud do im going to  at 8pm i havent got a way to contact him until then,0,83
1005,ham,give me a sec to think think about it,0,37
4691,ham,by march ending i should be ready but will call you for sure the problem is that my capital never complete how far with you hows work and the ladies,0,154
189,ham,i jus reached home i go bathe first but my sis using net tell u when she finishes k,0,88
4363,ham,so what about you what do you remember,0,39
3960,ham,your dad is back in ph,0,23
5331,ham,x course it 2yrs just so her messages on messenger lik you r sending me,0,72
3057,spam,you are now unsubscribed all services get tons of sexy babes or hunks straight to your phone go to httpgotbabescouk no subscriptions,1,141
2596,ham,no im not gonna be able to  too late notice  ill be home in a few weeks anyway  what are the plans,0,109
2341,ham,tell dear what happen to you why you talking to me like an alian,0,65
1427,ham,thing r good thanx got exams in march ive done no revision is fran still with boyf ive gotta interviw 4 exeter bit worriedx,0,126
811,ham,so theres a ring that comes with the guys costumes its there so they can gift their future yowifes hint hint,0,112
3578,ham,multiply the numbers independently and count decimal points then for the division push the decimal places like i showed you,0,126
1398,ham,no did you check i got his detailed message now,0,48
86,ham,for real when u getting on yo i only need 2 more tickets and one more jacket and im done i already used all my multis,0,121
524,spam,urgent your mobile no was awarded a å£2000 bonus caller prize on 020903 this is our 2nd attempt to contact you call 08718729755 box95qu,1,145
2990,spam,hot live fantasies call now 08707509020 just 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 is a national rate call,1,122
820,ham,good afternoon starshine hows my boytoy does he crave me yet ache to fuck me  sips cappuccino i miss you babe teasing kiss,0,131
2734,ham,can you do a mag meeting this avo at some point,0,48
712,spam,08714712388 between 10am7pm cost 10p,1,37
113,spam,gent we are trying to contact you last weekends draw shows that you won a å£1000 prize guaranteed call 09064012160 claim code k52 valid 12hrs only 150ppm,1,159
51,ham,a gram usually runs like  ltgt  a half eighth is smarter though and gets you almost a whole second gram for  ltgt,0,124
3147,ham,cheers u tex mecause u werebored yeah okden hunny r uin wk satsoundåõs likeyour havin gr8fun j keep updat countinlots of loveme xxxxx,0,141
2749,ham,you said not now no problem when you can let me know,0,56
1981,ham,sorry ill call later in meeting any thing related to trade please call arul ltgt ,0,89
1815,ham,sian aft meeting supervisor got work 2 do liao u working now,0,67
1878,ham,i am at a party with alex nichols,0,33
3282,ham,hey tmr maybe can meet you at yck,0,33
5483,ham,so li hai me bored now da lecturer repeating last weeks stuff waste time ,0,79
